Term,Lang,Type,kyotoDomainRelevance,kyotoDomainRelevance.raw,termFrequency,hyponymCount,localDocFrequency
dwellingcapacity-multifamily,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xgtg,,SingleWord,1.2499348999020832,2.0,2,0,2
frst,,SingleWord,1.2499348999020832,2.0,2,0,2
jurisdictionoftherepublicofkorea jurisdiction of the judiciary of the republic,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-xgsx,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-bguk,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xgse,,SingleWord,1.2499348999020832,2.0,2,0,2
account agreement,,MultiWord,1.2499348999020832,2.0,2,0,2
large balloon payment,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-valx,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xgrm,,SingleWord,1.2499348999020832,2.0,2,0,2
haspreferredsettlementcurrency,,SingleWord,1.2499348999020832,2.0,2,0,2
jurisdictionofsaintvincentandthegrenadines jurisdiction of the judiciary of saint vincent,,MultiWord,1.2499348999020832,2.0,1,1,1
credit support document,,MultiWord,1.2499348999020832,2.0,1,1,1
corresponding term in fpml,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-xgua,,SingleWord,1.2499348999020832,2.0,2,0,2
dublin core,,MultiWord,1.2499348999020832,2.0,2,0,2
exchange-tnll euronext,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-ftfs,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-ftfm,,SingleWord,1.2499348999020832,2.0,2,0,2
formula i,,MultiWord,1.2499348999020832,2.0,1,1,1
sba-pool,,SingleWord,1.2499348999020832,2.0,2,0,2
triggerevent,,SingleWord,1.2499348999020832,2.0,2,0,2
financial benefit,,MultiWord,1.2499348999020832,2.0,2,0,2
principal increase,,MultiWord,1.2499348999020832,2.0,1,1,1
pass through taxation of a sole proprietorship,,MultiWord,1.2499348999020832,2.0,1,1,1
hasquantityvalue,,SingleWord,1.2499348999020832,2.0,2,0,2
remaining definition,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-dndk,,SingleWord,1.2499348999020832,2.0,2,0,2
easy transfer,,MultiWord,1.2499348999020832,2.0,1,1,1
percent ownership,,MultiWord,1.2499348999020832,2.0,1,1,1
debt bond,,MultiWord,1.2499348999020832,2.0,1,1,1
government security,,MultiWord,1.2499348999020832,2.0,2,0,2
preferredenhancedvotingredeemableextendablefixedincomeregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
jurisdictionofbangladesh,,SingleWord,1.2499348999020832,2.0,2,0,2
coverage period,,MultiWord,1.2499348999020832,2.0,2,0,2
isinitiallycontrolledon,,SingleWord,1.2499348999020832,2.0,2,0,2
distribution of intermediate security or privilege,,MultiWord,1.2499348999020832,2.0,2,0,2
new england state,,MultiWord,1.2499348999020832,2.0,1,1,1
preferredenhancedvotingredeemableexchangeableextendableparticipatingregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
preferredenhancedvotingredeemableexchangeableextendableadjustableincomeregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
owned entity,,MultiWord,1.2499348999020832,2.0,2,0,2
public offering,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-fsme,,SingleWord,1.2499348999020832,2.0,2,0,2
saint lucium,,MultiWord,1.2499348999020832,2.0,2,0,2
ranking,,SingleWord,1.2499348999020832,2.0,1,1,1
preferredrestrictedvotingexchangeableauctionrateincomeregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-omel,,SingleWord,1.2499348999020832,2.0,2,0,2
common shares in the payment of dividend,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-xgas,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xgat,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-bgcd,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-bgcb,,SingleWord,1.2499348999020832,2.0,2,0,2
moduleabstract,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-omga,,SingleWord,1.2499348999020832,2.0,2,0,2
exclusion,,SingleWord,1.2499348999020832,2.0,2,0,2
security listing,,MultiWord,1.2499348999020832,2.0,1,1,1
haslegalform http,,MultiWord,1.2499348999020832,2.0,2,0,2
certificate of interest or shares,,MultiWord,1.2499348999020832,2.0,1,1,1
sgsus,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xgcx,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xgcl,,SingleWord,1.2499348999020832,2.0,2,0,2
broader restriction,,MultiWord,1.2499348999020832,2.0,1,1,1
crosstransactionnettingelection,,SingleWord,1.2499348999020832,2.0,2,0,2
issued debt in the form,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-omic,,SingleWord,1.2499348999020832,2.0,2,0,2
same time,,MultiWord,1.2499348999020832,2.0,2,0,2
equaltreatmentright,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-bgco,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-bgci,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-bgcf,,SingleWord,1.2499348999020832,2.0,2,0,2
declarationchannel,,SingleWord,1.2499348999020832,2.0,2,0,2
accountingyearenddate,,SingleWord,1.2499348999020832,2.0,2,0,2
federally-chartered instrumentality,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-bgfu,,SingleWord,1.2499348999020832,2.0,2,0,2
preferrednonvotingredeemableexchangeableextendablefixedincomeregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
issubsidiaryof,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-bgfi,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xgem,,SingleWord,1.2499348999020832,2.0,2,0,2
exchange-pepm pepin,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-xgdx,,SingleWord,1.2499348999020832,2.0,2,0,2
minimummargin,,SingleWord,1.2499348999020832,2.0,2,0,2
base quantity in the system of quantity,,MultiWord,1.2499348999020832,2.0,1,1,1
draftpassthroughtermsheet,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-bghx,,SingleWord,1.2499348999020832,2.0,2,0,2
set of code for municipality,,MultiWord,1.2499348999020832,2.0,2,0,2
being part of western europe,,MultiWord,1.2499348999020832,2.0,1,1,1
macaulay,,SingleWord,1.2499348999020832,2.0,2,0,2
australian stock exchange,,MultiWord,1.2499348999020832,2.0,2,0,2
swap ontology in favor of the equivalent property,,MultiWord,1.2499348999020832,2.0,1,1,1
casher,,SingleWord,1.2499348999020832,2.0,1,1,1
federal district,,MultiWord,1.2499348999020832,2.0,2,0,2
clearedtrade stage,,MultiWord,1.2499348999020832,2.0,1,1,1
hasmultiplier,,SingleWord,1.2499348999020832,2.0,2,0,2
generalledger,,SingleWord,1.2499348999020832,2.0,2,0,2
surplus,,SingleWord,1.2499348999020832,2.0,3,0,2
combinedloantovalueratio ratio,,MultiWord,1.2499348999020832,2.0,1,1,1
xdes,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-vabd,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xgha,,SingleWord,1.2499348999020832,2.0,2,0,2
preferrednonvotingperpetualfixedincomeregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
earlytermination termination,,MultiWord,1.2499348999020832,2.0,1,1,1
equity exchange,,MultiWord,1.2499348999020832,2.0,1,1,1
access account,,MultiWord,1.2499348999020832,2.0,2,0,2
investigaiton,,SingleWord,1.2499348999020832,2.0,1,1,1
incremental date for strike,,MultiWord,1.2499348999020832,2.0,1,1,1
hasearlyterminationdate,,SingleWord,1.2499348999020832,2.0,2,0,2
isfacilitatedby,,SingleWord,1.2499348999020832,2.0,2,0,2
processingpartyhasidentity,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xfka,,SingleWord,1.2499348999020832,2.0,2,0,2
meat,,SingleWord,1.2499348999020832,2.0,2,0,2
bebe,,SingleWord,1.2499348999020832,2.0,2,0,2
disclosure requirement,,MultiWord,1.2499348999020832,2.0,1,1,1
debitcardproduct,,SingleWord,1.2499348999020832,2.0,2,0,2
trusttee,,SingleWord,1.2499348999020832,2.0,1,1,1
supply of money in some country,,MultiWord,1.2499348999020832,2.0,1,1,1
tradelifecyclestage,,SingleWord,1.2499348999020832,2.0,2,0,2
interest change,,MultiWord,1.2499348999020832,2.0,1,1,1
prepayment charge,,MultiWord,1.2499348999020832,2.0,1,1,1
printing,,SingleWord,1.2499348999020832,2.0,2,0,2
premium price,,MultiWord,1.2499348999020832,2.0,1,1,1
creditreportproduct,,SingleWord,1.2499348999020832,2.0,2,0,2
financial service provider identifier,,MultiWord,1.2499348999020832,2.0,2,0,2
changeofaccountdetailsallowed change,,MultiWord,1.2499348999020832,2.0,1,1,1
century,,SingleWord,1.2499348999020832,2.0,1,1,1
mic-bfpt,,SingleWord,1.2499348999020832,2.0,2,0,2
essential,,SingleWord,1.2499348999020832,2.0,2,1,1
dtc member,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-mfox,,SingleWord,1.2499348999020832,2.0,2,0,2
medium for the exchange of goods,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-xfno,,SingleWord,1.2499348999020832,2.0,2,0,2
financial instrument classifier for a group,,MultiWord,1.2499348999020832,2.0,1,1,1
eighty,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xfra,,SingleWord,1.2499348999020832,2.0,2,0,2
ratebasisconvention,,SingleWord,1.2499348999020832,2.0,2,0,2
numbering system,,MultiWord,1.2499348999020832,2.0,2,0,2
total owner,,MultiWord,1.2499348999020832,2.0,3,0,2
taxwithholdingobligation,,SingleWord,1.2499348999020832,2.0,2,0,2
shares at a determined exercise price and date,,MultiWord,1.2499348999020832,2.0,1,1,1
issuer's registrar,,MultiWord,1.2499348999020832,2.0,2,0,2
bushel,,SingleWord,1.2499348999020832,2.0,1,1,1
lookbackstriketerms strike term,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-syfx,,SingleWord,1.2499348999020832,2.0,2,0,2
realized variance,,MultiWord,1.2499348999020832,2.0,1,1,1
ongoing basis,,MultiWord,1.2499348999020832,2.0,2,0,2
rule-determined date,,MultiWord,1.2499348999020832,2.0,2,0,2
exchange-ddtx deal,,MultiWord,1.2499348999020832,2.0,2,0,2
transitive superproperty of sko,,MultiWord,1.2499348999020832,2.0,2,0,2
separate spv,,MultiWord,1.2499348999020832,2.0,1,1,1
being part of southeastern asium,,MultiWord,1.2499348999020832,2.0,1,1,1
preferredvotingredeemableexchangeableparticipatingregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
takesprepaymentafter,,SingleWord,1.2499348999020832,2.0,2,0,2
financial asset of one entity,,MultiWord,1.2499348999020832,2.0,1,1,1
fidelity management,,MultiWord,1.2499348999020832,2.0,1,1,1
other tender option bond,,MultiWord,1.2499348999020832,2.0,2,0,2
redundant restriction,,MultiWord,1.2499348999020832,2.0,2,0,2
hasterm,,SingleWord,1.2499348999020832,2.0,2,0,2
vice chairman,,MultiWord,1.2499348999020832,2.0,1,1,1
europeancentralbank http,,MultiWord,1.2499348999020832,2.0,2,0,2
jurisdictionoftheisleofman jurisdiction of the judiciary of the isle,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-mfxr,,SingleWord,1.2499348999020832,2.0,2,0,2
holdssharesin,,SingleWord,1.2499348999020832,2.0,2,0,2
maximumoverallotmentamount,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-mfxa,,SingleWord,1.2499348999020832,2.0,2,0,2
designatessignatory,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-mfxc,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-fsef,,SingleWord,1.2499348999020832,2.0,2,0,2
informal definition,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-fshx,,SingleWord,1.2499348999020832,2.0,2,0,2
hasappraiser,,SingleWord,1.2499348999020832,2.0,2,0,2
instrument characteristic,,MultiWord,1.2499348999020832,2.0,1,1,1
allocating classifier,,MultiWord,1.2499348999020832,2.0,2,0,2
jurisdictionoffrance,,SingleWord,1.2499348999020832,2.0,2,0,2
original issue,,MultiWord,1.2499348999020832,2.0,2,0,2
trustbeneficiary,,SingleWord,1.2499348999020832,2.0,2,0,2
basic metada annotation,,MultiWord,1.2499348999020832,2.0,1,1,1
preferredrestrictedvotingperpetualfixedincomeregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
na,,SingleWord,1.2499348999020832,2.0,1,1,1
loanprincipal,,SingleWord,1.2499348999020832,2.0,2,0,2
ky,,SingleWord,1.2499348999020832,2.0,2,0,2
derivedunit http,,MultiWord,1.2499348999020832,2.0,2,0,2
inefficiency,,SingleWord,1.2499348999020832,2.0,1,1,1
disk,,SingleWord,1.2499348999020832,2.0,1,1,1
lk,,SingleWord,1.2499348999020832,2.0,2,0,2
receiving notice,,MultiWord,1.2499348999020832,2.0,2,0,2
hasowningparty,,SingleWord,1.2499348999020832,2.0,2,0,2
secondaryunitindicator,,SingleWord,1.2499348999020832,2.0,2,0,2
overseenby,,SingleWord,1.2499348999020832,2.0,2,0,2
hasweight,,SingleWord,1.2499348999020832,2.0,2,0,2
jurisdictionofbelarus jurisdiction,,MultiWord,1.2499348999020832,2.0,2,0,2
californiabusinessregistrar,,SingleWord,1.2499348999020832,2.0,2,0,2
rd,,SingleWord,1.2499348999020832,2.0,2,0,2
wfcholdingsllc,,SingleWord,1.2499348999020832,2.0,2,0,2
auctiondaterule,,SingleWord,1.2499348999020832,2.0,2,0,2
way of converting resource into output,,MultiWord,1.2499348999020832,2.0,1,1,1
individual type,,MultiWord,1.2499348999020832,2.0,1,1,1
malteseentity,,SingleWord,1.2499348999020832,2.0,2,0,2
same kind of structure and returns,,MultiWord,1.2499348999020832,2.0,1,1,1
organisational,,SingleWord,1.2499348999020832,2.0,2,0,2
account size,,MultiWord,1.2499348999020832,2.0,2,0,2
hasdatetimestamp,,SingleWord,1.2499348999020832,2.0,2,0,2
commoditiesspotcontract,,SingleWord,1.2499348999020832,2.0,2,0,2
economic wealth,,MultiWord,1.2499348999020832,2.0,1,1,1
distribution type,,MultiWord,1.2499348999020832,2.0,2,0,2
example security,,MultiWord,1.2499348999020832,2.0,1,1,1
sole purpose of hedging position,,MultiWord,1.2499348999020832,2.0,1,1,1
consumerexpendituresurvey,,SingleWord,1.2499348999020832,2.0,2,0,2
wage index,,MultiWord,1.2499348999020832,2.0,1,1,1
fc,,SingleWord,1.2499348999020832,2.0,2,0,2
efficient market,,MultiWord,1.2499348999020832,2.0,2,0,2
fl,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-opra,,SingleWord,1.2499348999020832,2.0,2,0,2
fi,,SingleWord,1.2499348999020832,2.0,1,1,1
exchange rate during a specified period of time,,MultiWord,1.2499348999020832,2.0,1,1,1
landlocked country in central europe,,MultiWord,1.2499348999020832,2.0,2,0,2
jurisdictionofjapan,,SingleWord,1.2499348999020832,2.0,2,0,2
semi-presidential republic,,MultiWord,1.2499348999020832,2.0,1,1,1
preferredenhancedvotingredeemableexchangeablefixedincomeregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
financial history of borrowing or lending,,MultiWord,1.2499348999020832,2.0,1,1,1
gh,,SingleWord,1.2499348999020832,2.0,2,0,2
named collection of balance,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-xjnb,,SingleWord,1.2499348999020832,2.0,2,0,2
weekly claim,,MultiWord,1.2499348999020832,2.0,1,1,1
change in price of goods,,MultiWord,1.2499348999020832,2.0,1,1,1
compositemarket,,SingleWord,1.2499348999020832,2.0,2,0,2
customeraccountholder,,SingleWord,1.2499348999020832,2.0,2,0,2
partake in the ownership of some kind,,MultiWord,1.2499348999020832,2.0,1,1,1
economicindicatorsmodule bureau,,MultiWord,1.2499348999020832,2.0,2,0,2
board lot,,MultiWord,1.2499348999020832,2.0,2,0,2
redemptionpayment,,SingleWord,1.2499348999020832,2.0,2,0,2
company by shareholder on the value,,MultiWord,1.2499348999020832,2.0,2,0,2
associate npo,,MultiWord,1.2499348999020832,2.0,1,1,1
timeframe,,SingleWord,1.2499348999020832,2.0,2,0,2
amortization event,,MultiWord,1.2499348999020832,2.0,1,1,1
stateofvirginiagovernment,,SingleWord,1.2499348999020832,2.0,2,0,2
ke,,SingleWord,1.2499348999020832,2.0,2,0,2
kg,,SingleWord,1.2499348999020832,2.0,2,0,2
obligation through the receipt or delivery,,MultiWord,1.2499348999020832,2.0,1,1,1
exchange-bofs bank,,MultiWord,1.2499348999020832,2.0,2,0,2
clearing transaction,,MultiWord,1.2499348999020832,2.0,1,1,1
foud,,SingleWord,1.2499348999020832,2.0,1,1,1
jpmorganchaseandco,,SingleWord,1.2499348999020832,2.0,2,0,2
overnight rate,,MultiWord,1.2499348999020832,2.0,1,1,1
ht,,SingleWord,1.2499348999020832,2.0,2,0,2
identification and classification scheme,,MultiWord,1.2499348999020832,2.0,2,0,2
hl,,SingleWord,1.2499348999020832,2.0,2,0,2
contingentobligation,,SingleWord,1.2499348999020832,2.0,2,0,2
supplementaladdressunit,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xjpx,,SingleWord,1.2499348999020832,2.0,2,0,2
jurisdictionoftherepublicofkorea,,SingleWord,1.2499348999020832,2.0,2,0,2
il,,SingleWord,1.2499348999020832,2.0,2,0,2
derived type,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-xiqs,,SingleWord,1.2499348999020832,2.0,2,0,2
exchange-bova bolsa,,MultiWord,1.2499348999020832,2.0,2,0,2
service concept,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-bisi,,SingleWord,1.2499348999020832,2.0,2,0,2
jurisdictionofjersey,,SingleWord,1.2499348999020832,2.0,2,0,2
habit,,SingleWord,1.2499348999020832,2.0,1,1,1
mic-xipo,,SingleWord,1.2499348999020832,2.0,2,0,2
party thereto,,MultiWord,1.2499348999020832,2.0,2,0,2
secondary unit,,MultiWord,1.2499348999020832,2.0,1,1,1
hasbasecurrency,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-vcmo,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xist,,SingleWord,1.2499348999020832,2.0,2,0,2
specifiesconversioninto,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xisx,,SingleWord,1.2499348999020832,2.0,2,0,2
regionspecificidentifier,,SingleWord,1.2499348999020832,2.0,2,0,2
delawarecorporationsregulator,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xise,,SingleWord,1.2499348999020832,2.0,2,0,2
hasfulllegalname,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-misx,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xisa,,SingleWord,1.2499348999020832,2.0,2,0,2
exchange-bleq bayernlb,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-mivx,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-biva,,SingleWord,1.2499348999020832,2.0,2,0,2
conjunction,,SingleWord,1.2499348999020832,2.0,2,0,2
being signatory,,MultiWord,1.2499348999020832,2.0,2,0,2
general resource,,MultiWord,1.2499348999020832,2.0,1,1,1
preferredrestrictedvotingredeemableextendablenormalincomeregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
hasdelistingdate,,SingleWord,1.2499348999020832,2.0,2,0,2
larger pool of individual,,MultiWord,1.2499348999020832,2.0,1,1,1
ground condition,,MultiWord,1.2499348999020832,2.0,1,1,1
portfoliobeta,,SingleWord,1.2499348999020832,2.0,2,0,2
sentiment,,SingleWord,1.2499348999020832,2.0,1,1,1
notionalplace,,SingleWord,1.2499348999020832,2.0,2,0,2
hasnumberofentry,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-mizx,,SingleWord,1.2499348999020832,2.0,2,0,2
relocation aplication,,MultiWord,1.2499348999020832,2.0,1,1,1
ve,,SingleWord,1.2499348999020832,2.0,2,0,2
partnership act,,MultiWord,1.2499348999020832,2.0,1,1,1
technology expert,,MultiWord,1.2499348999020832,2.0,1,1,1
transferee,,SingleWord,1.2499348999020832,2.0,2,0,2
definitionorigin,,SingleWord,1.2499348999020832,2.0,2,0,2
vw,,SingleWord,1.2499348999020832,2.0,2,0,2
soleproprietorshipsmodule copyright,,MultiWord,1.2499348999020832,2.0,2,0,2
deal take place,,MultiWord,1.2499348999020832,2.0,2,0,2
exchange-xbvr bolsa,,MultiWord,1.2499348999020832,2.0,2,0,2
wl,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-vcrs,,SingleWord,1.2499348999020832,2.0,2,0,2
exchange-lbcw lloyd,,MultiWord,1.2499348999020832,2.0,2,0,2
tj,,SingleWord,1.2499348999020832,2.0,2,0,2
additional review,,MultiWord,1.2499348999020832,2.0,1,1,1
tz,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-opco,,SingleWord,1.2499348999020832,2.0,2,0,2
industry classification,,MultiWord,1.2499348999020832,2.0,1,1,1
future exchange,,MultiWord,1.2499348999020832,2.0,2,1,1
securityofferingdistributionmethod,,SingleWord,1.2499348999020832,2.0,2,0,2
hasfirsttradesettlementdate,,SingleWord,1.2499348999020832,2.0,2,0,2
debt in the form of a tradable debt instrument,,MultiWord,1.2499348999020832,2.0,1,1,1
uz,,SingleWord,1.2499348999020832,2.0,2,0,2
source of fund for a new issue,,MultiWord,1.2499348999020832,2.0,2,0,2
preferredrestrictedvotingextendablecumulativeparticipatingregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
thursday,,SingleWord,1.2499348999020832,2.0,2,0,2
thirteen-member council of the district,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-opex,,SingleWord,1.2499348999020832,2.0,2,0,2
denialreason-insufficientcollateralvalue,,SingleWord,1.2499348999020832,2.0,2,0,2
hastransliteratedlegalformabbreviation,,SingleWord,1.2499348999020832,2.0,2,0,2
ratiovalue,,SingleWord,1.2499348999020832,2.0,2,0,2
governmentoftheholysee government,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-xjas,,SingleWord,1.2499348999020832,2.0,2,0,2
xt,,SingleWord,1.2499348999020832,2.0,2,0,2
published set,,MultiWord,1.2499348999020832,2.0,1,1,1
preferredrestrictedvotingperpetualcumulativeparticipatingregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
kind of thing in term,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-xjam,,SingleWord,1.2499348999020832,2.0,2,0,2
internal line,,MultiWord,1.2499348999020832,2.0,1,1,1
jurisdictionofindonesia,,SingleWord,1.2499348999020832,2.0,2,0,2
preferredenhancedvotingredeemableadjustableincomeregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
governmentofthegrandduchyofluxembourg,,SingleWord,1.2499348999020832,2.0,2,0,2
filing report,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-mibg,,SingleWord,1.2499348999020832,2.0,2,0,2
primary objective,,MultiWord,1.2499348999020832,2.0,1,1,1
respect of default in the performance,,MultiWord,1.2499348999020832,2.0,1,1,1
convertible security,,MultiWord,1.2499348999020832,2.0,1,1,1
fund concept,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-midc,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-bids,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xicx,,SingleWord,1.2499348999020832,2.0,2,0,2
call notification,,MultiWord,1.2499348999020832,2.0,2,0,2
hasdimension,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xice,,SingleWord,1.2499348999020832,2.0,2,0,2
cashoutstatus-nocashout,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-mice,,SingleWord,1.2499348999020832,2.0,2,0,2
ownershipinteresttype,,SingleWord,1.2499348999020832,2.0,2,0,2
